sku_id,cat,aspect,aspect_count,aspect_sentiment_mean,aspect_positive_ratio,aspect_negative_ratio,aspect_confidence_mean
Acer 49系列,计算机,系统,1,-0.9742751121520996,0.0,1.0,0.9742751121520996
Acer电脑,计算机,屏幕,2,0.006470590829849188,0.5,0.5,0.9926662743091583
Acer电脑,计算机,性价比,1,0.9990350008010864,1.0,0.0,0.9990350008010864
Acer电脑,计算机,性能,2,0.9939695298671722,1.0,0.0,0.9939695298671722
Acer电脑,计算机,整体,2,-0.8996018171310425,0.0,1.0,0.8996018171310425
Acer电脑,计算机,服务,1,0.9993448853492736,1.0,0.0,0.9993448853492736
Acer电脑,计算机,系统,4,-0.8567783832550049,0.0,1.0,0.8567783832550049
Acer电脑,计算机,键盘,1,-0.9351451992988586,0.0,1.0,0.9351451992988586
A型人说明书,书籍,整体,1,-0.6999854445457458,0.0,1.0,0.6999854445457458
BENQ手机,手机,价格,1,0.9907483458518982,1.0,0.0,0.9907483458518982
BIRDD720手机,手机,信号,1,0.8716979026794434,1.0,0.0,0.8716979026794434
BIRDD720手机,手机,充电,1,0.7622085213661194,1.0,0.0,0.7622085213661194
BIRDD720手机,手机,屏幕,1,0.8456444144248962,1.0,0.0,0.8456444144248962
BIRDD720手机,手机,性能,1,0.9588280320167542,1.0,0.0,0.9588280320167542
BIRDD720手机,手机,拍照,1,0.7781773805618286,1.0,0.0,0.7781773805618286
BenQ手机,手机,整体,1,-0.9886648654937744,0.0,1.0,0.9886648654937744
BlackBerry手机,手机,服务,1,0.9986467957496644,1.0,0.0,0.9986467957496644
C608,手机,屏幕,1,0.9977363348007202,1.0,0.0,0.9977363348007202
C610,手机,屏幕,1,0.9924503564834596,1.0,0.0,0.9924503564834596
C618手机,手机,屏幕,1,-0.9921351671218872,0.0,1.0,0.9921351671218872
C6568手机,手机,整体,1,-0.9711934924125672,0.0,1.0,0.9711934924125672
C705,手机,价格,1,0.9940779209136964,1.0,0.0,0.9940779209136964
C705,手机,信号,1,0.9988430738449096,1.0,0.0,0.9988430738449096
C705,手机,质量,1,0.9981551766395568,1.0,0.0,0.9981551766395568
C8090,手机,屏幕,1,0.0,0.0,0.0,0.8519731760025024
C882手机,手机,整体,1,-0.979899525642395,0.0,1.0,0.979899525642395
C885,手机,信号,1,0.9976092576980592,1.0,0.0,0.9976092576980592
C890手机,手机,屏幕,1,0.9688573479652404,1.0,0.0,0.9688573479652404
C908手机,手机,整体,1,-0.9584357142448424,0.0,1.0,0.9584357142448424
C916手机,手机,价格,1,0.9837766885757446,1.0,0.0,0.9837766885757446
C988手机,手机,拍照,1,-0.993252694606781,0.0,1.0,0.993252694606781
CECT A100,手机,服务,1,-0.9929937720298768,0.0,1.0,0.9929937720298768
CECT T590,手机,性价比,1,0.9973256587982178,1.0,0.0,0.9973256587982178
CECT T590,手机,整体,1,-0.9871177077293396,0.0,1.0,0.9871177077293396
CECT T590,手机,服务,1,0.9901531338691713,1.0,0.0,0.9901531338691713
CECT手机,手机,整体,3,-0.776716947555542,0.0,1.0,0.776716947555542
CEC中电奥盛CF16,手机,性价比,1,0.9989724159240724,1.0,0.0,0.9989724159240724
CEC中电奥盛CF16,手机,质量,1,0.999021291732788,1.0,0.0,0.999021291732788
CF16,手机,拍照,1,0.998817503452301,1.0,0.0,0.998817503452301
CTRIP某酒店,酒店,整体,1,0.7565044164657593,1.0,0.0,0.7565044164657593
CU928,手机,整体,1,0.9982157945632936,1.0,0.0,0.9982157945632936
D1070,手机,屏幕,1,0.0,0.0,0.0,0.5306433439254761
D163,手机,充电,1,0.9961368441581726,1.0,0.0,0.9961368441581726
D163,手机,性价比,1,0.9970634579658508,1.0,0.0,0.9970634579658508
D163,手机,性能,1,0.9960617423057556,1.0,0.0,0.9960617423057556
D3100,手机,性价比,1,0.9957218170166016,1.0,0.0,0.9957218170166016
D3100手机,手机,做工,1,-0.9916269779205322,0.0,1.0,0.9916269779205322
D3100手机,手机,屏幕,1,-0.9923370480537416,0.0,1.0,0.9923370480537416
D3100手机,手机,整体,1,-0.995961844921112,0.0,1.0,0.995961844921112
D80手机,手机,整体,1,0.9991124272346495,1.0,0.0,0.9991124272346495
DCL D308,手机,整体,1,-0.9798570275306702,0.0,1.0,0.9798570275306702
DELL电脑,计算机,性价比,1,0.9993274211883544,1.0,0.0,0.9993274211883544
DELL电脑,计算机,散热,1,0.9066940546035768,1.0,0.0,0.9066940546035768
DELL电脑,计算机,整体,3,0.16846831639607743,0.6666666666666666,0.3333333333333333,0.8122053146362305
DELL电脑,计算机,服务,1,-0.902692437171936,0.0,1.0,0.902692437171936
DELL电脑,计算机,系统,2,-0.9626766741275787,0.0,1.0,0.9626766741275787
DFS某酒店,酒店,房间,1,-0.7904122471809387,0.0,1.0,0.7904122471809387
DFS某酒店,酒店,服务,1,-0.81794273853302,0.0,1.0,0.81794273853302
DFS某酒店,酒店,设施,1,-0.7403961420059204,0.0,1.0,0.7403961420059204
Dell XPS1330,计算机,性价比,1,0.9912449717521667,1.0,0.0,0.9912449717521667
Dell电脑,计算机,价格,1,0.995290994644165,1.0,0.0,0.995290994644165
Dell电脑,计算机,做工,2,0.9965288043022156,1.0,0.0,0.9965288043022156
Dell电脑,计算机,客服,1,0.5191358923912048,1.0,0.0,0.5191358923912048
Dell电脑,计算机,性能,2,0.012115836143493597,0.5,0.5,0.9863921999931335
Dell电脑,计算机,散热,1,0.9799312353134156,1.0,0.0,0.9799312353134156
Dell电脑,计算机,整体,2,-0.8169306814670563,0.0,1.0,0.8169306814670563
Dell电脑,计算机,续航,1,-0.9895724654197692,0.0,1.0,0.9895724654197692
Dell电脑,计算机,键盘,2,-0.8511396646499634,0.0,1.0,0.8511396646499634
E2手机,手机,价格,1,0.0,0.0,0.0,0.7132324576377869
E2手机,手机,屏幕,1,-0.729179322719574,0.0,1.0,0.729179322719574
E568手机,手机,质量,1,-0.9948257207870485,0.0,1.0,0.9948257207870485
EEE PC,计算机,价格,1,0.9715186357498168,1.0,0.0,0.9715186357498168
EEE PC,计算机,运行,1,0.9934847950935364,1.0,0.0,0.9934847950935364
EG860,手机,做工,1,0.9871768355369568,1.0,0.0,0.9871768355369568
EG860,手机,屏幕,1,0.9669418334960938,1.0,0.0,0.9669418334960938
EL960,手机,拍照,1,0.0,0.0,0.0,0.5339372754096985
ET280,手机,价格,1,0.969099760055542,1.0,0.0,0.969099760055542
ET280,手机,屏幕,1,0.99648118019104,1.0,0.0,0.99648118019104
ET280,手机,性价比,1,0.9907797574996948,1.0,0.0,0.9907797574996948
ET280,手机,续航,1,0.9722896814346312,1.0,0.0,0.9722896814346312
Emchines GL40,计算机,客服,1,-0.7086772322654724,0.0,1.0,0.7086772322654724
GAP T恤,衣服,快递,1,-0.9960032105445862,0.0,1.0,0.9960032105445862
GATEWAY电脑,计算机,整体,1,-0.9940529465675354,0.0,1.0,0.9940529465675354
GD88,手机,价格,1,0.9915372133255004,1.0,0.0,0.9915372133255004
GD88,手机,屏幕,1,0.9959415793418884,1.0,0.0,0.9959415793418884
GD88,手机,整体,1,0.9992750287055968,1.0,0.0,0.9992750287055968
GM800,手机,整体,1,0.9844595193862916,1.0,0.0,0.9844595193862916
GN638,手机,整体,1,-0.9896160364151,0.0,1.0,0.9896160364151
GX20N,手机,屏幕,1,0.9983018636703492,1.0,0.0,0.9983018636703492
GX20手机,手机,屏幕,1,0.9862706661224364,1.0,0.0,0.9862706661224364
GX32,手机,屏幕,1,0.998626947402954,1.0,0.0,0.998626947402954
GX32,手机,拍照,1,0.9965536594390868,1.0,0.0,0.9965536594390868
Gateway电脑,计算机,价格,1,0.9791222214698792,1.0,0.0,0.9791222214698792
Gateway电脑,计算机,屏幕,1,0.9992651343345642,1.0,0.0,0.9992651343345642
Gateway电脑,计算机,性价比,1,0.9962385892868042,1.0,0.0,0.9962385892868042
Gateway电脑,计算机,性能,1,0.9991173148155212,1.0,0.0,0.9991173148155212
Gateway电脑,计算机,散热,1,0.9841427206993104,1.0,0.0,0.9841427206993104
Gateway电脑,计算机,整体,2,-0.1958287358283996,0.5,0.5,0.752495527267456
Gateway电脑,计算机,系统,1,0.9952942728996276,1.0,0.0,0.9952942728996276
Gateway电脑,计算机,运行,1,0.999284327030182,1.0,0.0,0.999284327030182
HP 1019TU,计算机,整体,1,-0.927060604095459,0.0,1.0,0.927060604095459
HP 4411S,计算机,键盘,1,0.9837238788604736,1.0,0.0,0.9837238788604736
HP 520,计算机,性价比,1,0.9983869791030884,1.0,0.0,0.9983869791030884
HP 541,计算机,性能,1,0.8440749645233154,1.0,0.0,0.8440749645233154
HP 541,计算机,整体,1,0.9634753465652466,1.0,0.0,0.9634753465652466
HP 541,计算机,系统,1,0.604004979133606,1.0,0.0,0.604004979133606
HP 541,计算机,质量,1,0.0,0.0,0.0,0.8888329267501831
HP 6535B,计算机,包装,1,0.9940067529678344,1.0,0.0,0.9940067529678344
HP CQ35-105TX,计算机,整体,1,-0.9810676574707032,0.0,1.0,0.9810676574707032
HP M2000,计算机,做工,1,0.998319447040558,1.0,0.0,0.998319447040558
HP Mini电脑,计算机,屏幕,1,-0.8765096068382263,0.0,1.0,0.8765096068382263
HP mini 110,计算机,整体,1,0.6804603338241577,1.0,0.0,0.6804603338241577
HP540电脑,计算机,系统,1,-0.7696588039398193,0.0,1.0,0.7696588039398193
HP540电脑,计算机,键盘,1,-0.7670812606811523,0.0,1.0,0.7670812606811523
HP康博电脑,计算机,系统,1,-0.9715895652770996,0.0,1.0,0.9715895652770996
HP电脑,计算机,价格,6,0.3230695923169454,0.6666666666666666,0.3333333333333333,0.9697111447652181
HP电脑,计算机,做工,6,0.005485703547795613,0.5,0.5,0.9899933040142059
HP电脑,计算机,客服,2,0.1582963466644287,0.5,0.5,0.8389648199081421
HP电脑,计算机,屏幕,7,0.14913779497146606,0.5714285714285714,0.42857142857142855,0.9927077378545489
HP电脑,计算机,快递,1,0.9898428320884703,1.0,0.0,0.9898428320884703
HP电脑,计算机,性价比,5,0.9982126355171204,1.0,0.0,0.9982126355171204
HP电脑,计算机,性能,10,0.49974859952926637,0.7,0.2,0.9713206648826599
HP电脑,计算机,散热,6,0.4047382175922394,0.6666666666666666,0.3333333333333333,0.9246980845928192
HP电脑,计算机,整体,10,-0.2527275741100311,0.3,0.6,0.8888413369655609
HP电脑,计算机,服务,3,0.9968443115552267,1.0,0.0,0.9968443115552267
HP电脑,计算机,系统,14,-0.25870552233287264,0.35714285714285715,0.6428571428571429,0.9367491943495614
HP电脑,计算机,质量,2,0.0013875365257263184,0.5,0.5,0.9971727132797241
HP电脑,计算机,运行,2,0.9982476234436034,1.0,0.0,0.9982476234436034
HP电脑,计算机,键盘,4,-0.9929117411375046,0.0,1.0,0.9929117411375046
HT818,手机,做工,1,0.9186252951622008,1.0,0.0,0.9186252951622008
HT818,手机,拍照,1,0.8433448672294617,1.0,0.0,0.8433448672294617
Holiday Inn某酒店,酒店,性价比,1,0.9874260425567628,1.0,0.0,0.9874260425567628
Holiday Inn某酒店,酒店,早餐,1,0.9867156147956848,1.0,0.0,0.9867156147956848
Holiday Inn某酒店,酒店,服务,1,0.9621725678443908,1.0,0.0,0.9621725678443908
Holiday Inn某酒店,酒店,设施,1,0.9946039319038392,1.0,0.0,0.9946039319038392
IBM SL400,计算机,屏幕,1,0.9970725774765016,1.0,0.0,0.9970725774765016
IBM SL400,计算机,性能,1,0.997732639312744,1.0,0.0,0.997732639312744
IBM ThinkPad X200,计算机,散热,1,-0.8905997276306152,0.0,1.0,0.8905997276306152
IBM X系列,计算机,价格,1,0.996343195438385,1.0,0.0,0.996343195438385
IBM X系列,计算机,整体,1,0.9918762445449828,1.0,0.0,0.9918762445449828
IBM电脑,计算机,价格,3,0.636852264404297,0.6666666666666666,0.0,0.8748204310735067
IBM电脑,计算机,做工,1,0.9992958307266236,1.0,0.0,0.9992958307266236
IBM电脑,计算机,屏幕,3,0.3207205136617025,0.6666666666666666,0.3333333333333333,0.9833186070124308
IBM电脑,计算机,性价比,1,0.9976373910903932,1.0,0.0,0.9976373910903932
IBM电脑,计算机,性能,4,0.5006108433008194,0.75,0.25,0.9848794192075729
IBM电脑,计算机,散热,1,0.9897135496139526,1.0,0.0,0.9897135496139526
IBM电脑,计算机,整体,7,0.16387053898402623,0.5714285714285714,0.42857142857142855,0.9447673218590873
IBM电脑,计算机,系统,6,0.6393670439720153,0.8333333333333334,0.16666666666666666,0.9700817465782166
IBM电脑,计算机,质量,1,0.9778532385826112,1.0,0.0,0.9778532385826112
IBM电脑,计算机,运行,3,0.6647110382715861,0.6666666666666666,0.0,0.8636147777239481
IBM电脑,计算机,键盘,7,0.7563227840832302,0.8571428571428571,0.14285714285714285,0.9337431618145534
IC某酒店,酒店,整体,1,-0.9913690686225892,0.0,1.0,0.9913690686225892
IPAD平板,平板,整体,1,0.0,0.0,0.0,0.9476289749145508
IT-CEO Y08TG-A,平板,客服,1,-0.9774041175842284,0.0,1.0,0.9774041175842284
John Ding的打拼,书籍,整体,1,0.8209590315818787,1.0,0.0,0.8209590315818787
K-Bar Base某酒店,酒店,整体,1,0.9619816541671752,1.0,0.0,0.9619816541671752
K18手机,手机,价格,1,-0.9865840077400208,0.0,1.0,0.9865840077400208
K18手机,手机,做工,1,0.9975733160972596,1.0,0.0,0.9975733160972596
K388,手机,整体,1,-0.9950566291809082,0.0,1.0,0.9950566291809082
K618,手机,信号,1,0.9683956503868104,1.0,0.0,0.9683956503868104
K618,手机,质量,1,0.9835211038589478,1.0,0.0,0.9835211038589478
K686,手机,屏幕,1,0.9857771992683412,1.0,0.0,0.9857771992683412
K686,手机,服务,1,0.926492154598236,1.0,0.0,0.926492154598236
K699手机,手机,屏幕,1,0.9921412467956544,1.0,0.0,0.9921412467956544
K699手机,手机,拍照,1,0.988797962665558,1.0,0.0,0.988797962665558
K750,手机,拍照,1,0.4699763655662536,1.0,0.0,0.4699763655662536
K8i8手机,手机,信号,1,0.9970548152923584,1.0,0.0,0.9970548152923584
K8i8手机,手机,屏幕,1,0.9965295195579528,1.0,0.0,0.9965295195579528
KG90,手机,整体,1,-0.7281326651573181,0.0,1.0,0.7281326651573181
KZ690,手机,整体,1,0.9896152019500732,1.0,0.0,0.9896152019500732
LG C610,手机,屏幕,1,0.9683848023414612,1.0,0.0,0.9683848023414612
LG C610,手机,拍照,1,0.9769509434700012,1.0,0.0,0.9769509434700012
LG C610,手机,质量,1,0.9870833158493042,1.0,0.0,0.9870833158493042
LG C960,手机,屏幕,1,0.9984991550445556,1.0,0.0,0.9984991550445556
LG G639,手机,整体,1,0.981332540512085,1.0,0.0,0.981332540512085
LG KG90,手机,整体,2,0.89340740442276,1.0,0.0,0.89340740442276
LG Philips LP140WH1-TLA1,计算机,整体,1,0.9922012090682985,1.0,0.0,0.9922012090682985
LG W800,手机,屏幕,1,0.9579452872276306,1.0,0.0,0.9579452872276306
LG-C960,手机,质量,1,0.985020875930786,1.0,0.0,0.985020875930786
LGC960,手机,屏幕,1,0.9953480362892152,1.0,0.0,0.9953480362892152
LG手机,手机,整体,1,-0.9840937256813048,0.0,1.0,0.9840937256813048
LJ某酒店,酒店,整体,1,-0.9062103629112244,0.0,1.0,0.9062103629112244
LULU的作品,书籍,整体,1,0.9845393300056458,1.0,0.0,0.9845393300056458
Lee牛仔裤,衣服,价格,1,-0.9915886521339417,0.0,1.0,0.9915886521339417
Lee牛仔裤,衣服,快递,1,-0.9870970249176024,0.0,1.0,0.9870970249176024
Lee牛仔裤,衣服,整体,8,-0.9552182108163834,0.0,1.0,0.9552182108163834
Lee牛仔裤,衣服,物流,2,-0.9935711622238159,0.0,1.0,0.9935711622238159
Lee牛仔裤,衣服,质量,1,-0.9901294112205504,0.0,1.0,0.9901294112205504
Lenovo手机,手机,做工,1,-0.9888789653778076,0.0,1.0,0.9888789653778076
M100,手机,整体,1,0.9720267057418824,1.0,0.0,0.9720267057418824
M16手机,手机,整体,1,0.9943931102752686,1.0,0.0,0.9943931102752686
M305手机,手机,整体,1,0.999226212501526,1.0,0.0,0.999226212501526
M315手机,手机,整体,2,0.9863211214542388,1.0,0.0,0.9863211214542388
M330手机,手机,屏幕,2,0.003323286771774181,0.5,0.5,0.993140310049057
M3平板,平板,整体,1,0.9948630928993224,1.0,0.0,0.9948630928993224
M760手机,手机,拍照,1,0.9422013759613036,1.0,0.0,0.9422013759613036
M88手机,手机,整体,1,-0.9885783195495604,0.0,1.0,0.9885783195495604
MG酒店,酒店,价格,1,0.9751375317573548,1.0,0.0,0.9751375317573548
MIO 8390,手机,价格,1,0.791771411895752,1.0,0.0,0.791771411895752
MIO 8390,手机,做工,1,0.9378201365470886,1.0,0.0,0.9378201365470886
MIO 8390,手机,屏幕,1,0.93280827999115,1.0,0.0,0.93280827999115
MIO 8390,手机,质量,1,0.9621788263320924,1.0,0.0,0.9621788263320924
MOTO A1200,手机,整体,2,-0.21795570850372314,0.5,0.5,0.777867317199707
MOTO C261,手机,充电,1,0.9814512133598328,1.0,0.0,0.9814512133598328
MOTO C261,手机,屏幕,1,0.9804620742797852,1.0,0.0,0.9804620742797852
MOTO C261,手机,拍照,1,0.9894573092460632,1.0,0.0,0.9894573092460632
MOTO C350,手机,整体,1,0.9959283471107484,1.0,0.0,0.9959283471107484
MOTO E398,手机,整体,1,0.9967233538627625,1.0,0.0,0.9967233538627625
MOTO E680,手机,整体,1,0.0,0.0,0.0,0.7585645914077759
MOTOROLA A1200,手机,整体,1,0.9697385430336,1.0,0.0,0.9697385430336
MOTO手机,手机,屏幕,3,-0.33060338099797565,0.0,0.3333333333333333,0.7319581210613251
MOTO手机,手机,服务,1,-0.9969413876533508,0.0,1.0,0.9969413876533508
MOTO手机,手机,系统,1,-0.9928998947143556,0.0,1.0,0.9928998947143556
MOTO手机,手机,质量,1,0.9955778121948242,1.0,0.0,0.9955778121948242
MSI U100,计算机,键盘,1,0.9642863869667052,1.0,0.0,0.9642863869667052
MSI电脑,计算机,价格,1,0.9815948009490968,1.0,0.0,0.9815948009490968
MSI电脑,计算机,包装,1,0.9863157868385316,1.0,0.0,0.9863157868385316
MSI电脑,计算机,性价比,1,0.9990888833999634,1.0,0.0,0.9990888833999634
MSI电脑,计算机,散热,1,0.914422869682312,1.0,0.0,0.914422869682312
MSI电脑,计算机,整体,1,-0.9944750666618348,0.0,1.0,0.9944750666618348
MSI电脑,计算机,系统,2,0.09619450569152826,0.5,0.5,0.9030272960662842
MSI电脑,计算机,键盘,1,0.9861785173416138,1.0,0.0,0.9861785173416138
MY WAY,书籍,故事,1,0.9633892774581908,1.0,0.0,0.9633892774581908
MacBook,计算机,整体,4,0.6221999675035477,0.75,0.25,0.8753771036863327
MacBook,计算机,系统,1,-0.9825255870819092,0.0,1.0,0.9825255870819092
MacBook Air,计算机,做工,1,0.9955831170082092,1.0,0.0,0.9955831170082092
MacBook Air,计算机,屏幕,1,-0.6955845355987549,0.0,1.0,0.6955845355987549
MacBook Air,计算机,整体,2,0.9678278565406799,1.0,0.0,0.9678278565406799
MacBook Air,计算机,键盘,1,-0.6469606757164001,0.0,1.0,0.6469606757164001
MacBook Air M1,计算机,键盘,1,0.9937937259674072,1.0,0.0,0.9937937259674072
MacBook Air M2,计算机,屏幕,1,0.9968446493148804,1.0,0.0,0.9968446493148804
MacBook Air M2,计算机,续航,1,0.9919121265411376,1.0,0.0,0.9919121265411376
MacBook Pro,计算机,价格,1,0.972729504108429,1.0,0.0,0.972729504108429
MacBook Pro,计算机,做工,1,0.9966919422149658,1.0,0.0,0.9966919422149658
MacBook Pro,计算机,屏幕,4,-0.08916455507278442,0.5,0.5,0.8334740698337555
MacBook Pro,计算机,性价比,1,0.9976933598518372,1.0,0.0,0.9976933598518372
MacBook Pro,计算机,散热,4,0.973054900765419,1.0,0.0,0.973054900765419
MacBook Pro,计算机,整体,7,-0.28097893510546,0.2857142857142857,0.5714285714285714,0.8110662869044712
MacBook Pro,计算机,系统,1,0.9911173582077026,1.0,0.0,0.9911173582077026
MacBook Pro,计算机,续航,1,0.995724320411682,1.0,0.0,0.995724320411682
MacBook Pro,计算机,质量,1,0.9994660019874572,1.0,0.0,0.9994660019874572
MacBook Pro,计算机,运行,2,0.9900589883327484,1.0,0.0,0.9900589883327484
MacBook Pro,计算机,键盘,6,0.6523717840512594,0.8333333333333334,0.16666666666666666,0.9660009543100992
MacBook Pro M3,计算机,做工,9,0.5354612734582689,0.7777777777777778,0.2222222222222222,0.970322761270735
MacBook Pro M3,计算机,包装,4,0.4290608614683151,0.75,0.25,0.9098588675260544
MacBook Pro M3,计算机,屏幕,14,0.29945534467697144,0.6428571428571429,0.35714285714285715,0.9820893747465951
MacBook Pro M3,计算机,性价比,1,0.6548076272010803,1.0,0.0,0.6548076272010803
MacBook Pro M3,计算机,性能,7,0.7107643910816738,0.8571428571428571,0.14285714285714285,0.8607433353151593
MacBook Pro M3,计算机,散热,7,0.4110707810946873,0.5714285714285714,0.14285714285714285,0.8688846230506897
MacBook Pro M3,计算机,整体,16,0.2671169526875019,0.625,0.375,0.9459460936486721
MacBook Pro M3,计算机,系统,1,0.9992825388908386,1.0,0.0,0.9992825388908386
MacBook Pro M3,计算机,续航,11,0.6760039329528809,0.8181818181818182,0.18181818181818182,0.9477123022079468
MacBook Pro M3,计算机,质量,3,0.8538801074028015,1.0,0.0,0.8538801074028015
MacBook Pro M3,计算机,运行,4,0.10216574370861056,0.5,0.5,0.8890302330255508
MacBook Pro M3,计算机,键盘,27,0.6899047074494539,0.8518518518518519,0.14814814814814814,0.9502060369209007
MacBook电脑,计算机,做工,1,0.9957306981086732,1.0,0.0,0.9957306981086732
MacBook电脑,计算机,屏幕,1,0.9994231462478638,1.0,0.0,0.9994231462478638
MacBook电脑,计算机,性价比,1,0.998734414577484,1.0,0.0,0.998734414577484
MacBook电脑,计算机,整体,1,0.9937806725502014,1.0,0.0,0.9937806725502014
MacBook电脑,计算机,系统,3,0.2726795474688212,0.6666666666666666,0.3333333333333333,0.9334635535875956
MacBook电脑,计算机,续航,1,-0.9784420132637024,0.0,1.0,0.9784420132637024
MacBook电脑,计算机,键盘,2,0.005065411329269409,0.5,0.5,0.994016796350479
Mac电脑,计算机,系统,1,-0.9757673144340516,0.0,1.0,0.9757673144340516
Mark Tungate的作品,书籍,作者,1,0.9951007962226868,1.0,0.0,0.9951007962226868
Marriott酒店,酒店,服务,1,0.9994231462478638,1.0,0.0,0.9994231462478638
Mike Gayle的作品,书籍,作者,1,0.9823631048202516,1.0,0.0,0.9823631048202516
Mike Gayle的作品,书籍,故事,1,0.9827325344085692,1.0,0.0,0.9827325344085692
