sku_id,topic_id,cnt,total_valid,ratio,topic_keywords,item_name,generated_name
28714523786,0,4,18,0.2222222222222222,支持小米、运行很流畅、性价比很高、红米6、总之、不错,comment,小米 手机（支持小米、运行很流畅、性价比很高、手机不错、手机很漂亮、值得购买）
28714523786,1,3,18,0.16666666666666666,手机不错、手机很漂亮、值得购买、手机很好用、性价比高、手机很好,comment,小米 手机（支持小米、运行很流畅、性价比很高、手机不错、手机很漂亮、值得购买）
28714523786,2,2,18,0.1111111111111111,还不错、还可以吧、帮朋友买的、挺好用的、用了才来评价的、用着感觉还不错,comment,小米 手机（支持小米、运行很流畅、性价比很高、手机不错、手机很漂亮、值得购买）
29002078202,1,5,16,0.3125,手机不错、手机很漂亮、值得购买、手机很好用、性价比高、手机很好,comment,华为 手机（手机不错、手机很漂亮、值得购买、还不错、还可以吧、帮朋友买的）
29002078202,2,2,16,0.125,还不错、还可以吧、帮朋友买的、挺好用的、用了才来评价的、用着感觉还不错,comment,华为 手机（手机不错、手机很漂亮、值得购买、还不错、还可以吧、帮朋友买的）
29002078202,17,2,16,0.125,支持国货、支持国产、相信华为、反应快、一直在用华为手机、一如既往的支持华为手机,comment,华为 手机（手机不错、手机很漂亮、值得购买、还不错、还可以吧、帮朋友买的）
29196113704,0,7,35,0.2,支持小米、运行很流畅、性价比很高、红米6、总之、不错,comment,小米 a22 手机
29196113704,7,4,35,0.11428571428571428,物流很快、物流也很快、包装完整、很好、快递很快、价格便宜,comment,小米 a22 手机
29196113704,10,4,35,0.11428571428571428,声音大、声音很大、适合老年人用、给老人买的、声音响、挺好的,comment,小米 a22 手机
29242522476,0,1,5,0.2,支持小米、运行很流畅、性价比很高、红米6、总之、不错,comment,小米 手机（支持小米、运行很流畅、性价比很高、手机不错、手机很漂亮、值得购买）
29242522476,1,1,5,0.2,手机不错、手机很漂亮、值得购买、手机很好用、性价比高、手机很好,comment,小米 手机（支持小米、运行很流畅、性价比很高、手机不错、手机很漂亮、值得购买）
29242522476,5,1,5,0.2,京东物流就是快、首先这部手机性价比非常高、不多说了、使用了几天才来评价的、手机手感非常满意、摄像头拍照给力,comment,小米 手机（支持小米、运行很流畅、性价比很高、手机不错、手机很漂亮、值得购买）
29619588672,1,7,30,0.23333333333333334,手机不错、手机很漂亮、值得购买、手机很好用、性价比高、手机很好,comment,小米 手机（手机不错、手机很漂亮、值得购买、支持小米、运行很流畅、性价比很高）
29619588672,0,3,30,0.1,支持小米、运行很流畅、性价比很高、红米6、总之、不错,comment,小米 手机（手机不错、手机很漂亮、值得购买、支持小米、运行很流畅、性价比很高）
29619588672,2,3,30,0.1,还不错、还可以吧、帮朋友买的、挺好用的、用了才来评价的、用着感觉还不错,comment,小米 手机（手机不错、手机很漂亮、值得购买、支持小米、运行很流畅、性价比很高）
29638202857,2,3,17,0.17647058823529413,还不错、还可以吧、帮朋友买的、挺好用的、用了才来评价的、用着感觉还不错,comment,手机（还不错、还可以吧、帮朋友买的、信赖京东、相信京东、是正品）
29638202857,6,2,17,0.11764705882352941,信赖京东、相信京东、是正品、正品、支持京东、一直在京东购物,comment,手机（还不错、还可以吧、帮朋友买的、信赖京东、相信京东、是正品）
29638202857,9,2,17,0.11764705882352941,手机收到了、手机已收到、物流也很快、物流很快、手机是正品、手机很满意,comment,手机（还不错、还可以吧、帮朋友买的、信赖京东、相信京东、是正品）
29659404127,0,3,20,0.15,支持小米、运行很流畅、性价比很高、红米6、总之、不错,comment,小米 手机（支持小米、运行很流畅、性价比很高、手机不错、手机很漂亮、值得购买）
29659404127,1,3,20,0.15,手机不错、手机很漂亮、值得购买、手机很好用、性价比高、手机很好,comment,小米 手机（支持小米、运行很流畅、性价比很高、手机不错、手机很漂亮、值得购买）
29659404127,2,2,20,0.1,还不错、还可以吧、帮朋友买的、挺好用的、用了才来评价的、用着感觉还不错,comment,小米 手机（支持小米、运行很流畅、性价比很高、手机不错、手机很漂亮、值得购买）
30153140071,1,1,8,0.125,手机不错、手机很漂亮、值得购买、手机很好用、性价比高、手机很好,comment,华为 手机（手机不错、手机很漂亮、值得购买、还不错、还可以吧、帮朋友买的）
30153140071,2,1,8,0.125,还不错、还可以吧、帮朋友买的、挺好用的、用了才来评价的、用着感觉还不错,comment,华为 手机（手机不错、手机很漂亮、值得购买、还不错、还可以吧、帮朋友买的）
30153140071,9,1,8,0.125,手机收到了、手机已收到、物流也很快、物流很快、手机是正品、手机很满意,comment,华为 手机（手机不错、手机很漂亮、值得购买、还不错、还可以吧、帮朋友买的）
30323689521,1,5,15,0.3333333333333333,手机不错、手机很漂亮、值得购买、手机很好用、性价比高、手机很好,comment,华为 mate9 手机
30323689521,2,2,15,0.13333333333333333,还不错、还可以吧、帮朋友买的、挺好用的、用了才来评价的、用着感觉还不错,comment,华为 mate9 手机
30323689521,6,2,15,0.13333333333333333,信赖京东、相信京东、是正品、正品、支持京东、一直在京东购物,comment,华为 mate9 手机
